,Sentence,Average Bias Score,Highest Bias Score,Highest Scoring Word,Highest Scoring Word Prediction(s),Variance of Bias Scores
0,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
1,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
2,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
3,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
4,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
5,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
6,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
7,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
8,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
9,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
10,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
11,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
12,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
13,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
14,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
15,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
16,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
17,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
18,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
19,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
20,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
21,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
22,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
23,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
24,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
25,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
26,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
27,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
28,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
29,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
30,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
31,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
32,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
33,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
34,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
35,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
36,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
37,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
38,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
39,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
40,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
41,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
42,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
43,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
44,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
45,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
46,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
47,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
48,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
49,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
50,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
51,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
52,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
53,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
54,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
55,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
56,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
57,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
58,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
59,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
60,the united states has the best economy and strongest military in the world,0.05892894121531684,0.47628259658813477,best,N/A,0.017363200058959513
61,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
62,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
63,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
64,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
65,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
66,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
67,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
68,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
69,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
70,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
71,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
72,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
73,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
74,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
75,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
76,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
77,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
78,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
79,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
80,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
81,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
82,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
83,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
84,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
85,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
86,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
87,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
88,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
89,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
90,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
91,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
92,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
93,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
94,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
95,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
96,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
97,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
98,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
99,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
100,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
101,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
102,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
103,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
104,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
105,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
106,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
107,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
108,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
109,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
110,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
111,the united states has the highest gdp and military spending in the world,0.01689320455233638,0.11196468770503998,has,N/A,0.0009132211322235321
